SpeechCommandsData
SpeechCommandsData
100
2
go;stop
go/026290a7_nohash_0.png,0
go/026290a7_nohash_1.png,0
go/099d52ad_nohash_0.png,0
go/099d52ad_nohash_1.png,0
go/099d52ad_nohash_2.png,0
go/099d52ad_nohash_3.png,0
go/099d52ad_nohash_4.png,0
go/0ab3b47d_nohash_0.png,0
go/0ab3b47d_nohash_1.png,0
go/105e72bb_nohash_0.png,0
go/10f2bb12_nohash_0.png,0
go/1657c9fa_nohash_0.png,0
go/16db1582_nohash_0.png,0
go/16db1582_nohash_1.png,0
go/171b56dc_nohash_0.png,0
go/171b56dc_nohash_1.png,0
go/171b56dc_nohash_2.png,0
go/1942abd7_nohash_0.png,0
go/1942abd7_nohash_1.png,0
go/1aed7c6d_nohash_0.png,0
go/1bc45db9_nohash_0.png,0
go/1bc45db9_nohash_1.png,0
go/2296b1af_nohash_0.png,0
go/23ad12d8_nohash_0.png,0
go/257e17e0_nohash_0.png,0
go/258f4559_nohash_0.png,0
go/264f471d_nohash_0.png,0
go/264f471d_nohash_1.png,0
go/264f471d_nohash_2.png,0
go/264f471d_nohash_3.png,0
go/264f471d_nohash_4.png,0
go/27b9a84f_nohash_0.png,0
go/28ef2a01_nohash_0.png,0
go/28ef2a01_nohash_1.png,0
go/29b81b73_nohash_0.png,0
go/2a89ad5c_nohash_0.png,0
go/2ce7534c_nohash_0.png,0
go/2ce7534c_nohash_1.png,0
go/3903b558_nohash_0.png,0
go/3903b558_nohash_1.png,0
go/3aa6f4e2_nohash_0.png,0
go/3aa6f4e2_nohash_1.png,0
go/3b853f44_nohash_0.png,0
go/3bdf05d3_nohash_0.png,0
go/3bdf05d3_nohash_1.png,0
go/3ca784ec_nohash_0.png,0
go/409c962a_nohash_0.png,0
go/41285056_nohash_0.png,0
go/439c84f4_nohash_0.png,0
go/439c84f4_nohash_1.png,0
stop/026290a7_nohash_0.png,1
stop/060cd039_nohash_0.png,1
stop/099d52ad_nohash_0.png,1
stop/099d52ad_nohash_1.png,1
stop/099d52ad_nohash_2.png,1
stop/099d52ad_nohash_3.png,1
stop/0ab3b47d_nohash_0.png,1
stop/0e17f595_nohash_0.png,1
stop/0e17f595_nohash_1.png,1
stop/105e72bb_nohash_0.png,1
stop/105e72bb_nohash_1.png,1
stop/10f2bb12_nohash_0.png,1
stop/1657c9fa_nohash_0.png,1
stop/171b56dc_nohash_0.png,1
stop/1816b768_nohash_0.png,1
stop/1816b768_nohash_1.png,1
stop/1816b768_nohash_2.png,1
stop/1816b768_nohash_3.png,1
stop/19b05529_nohash_0.png,1
stop/1a9afd33_nohash_0.png,1
stop/1a9afd33_nohash_1.png,1
stop/1aed7c6d_nohash_0.png,1
stop/2296b1af_nohash_0.png,1
stop/2296b1af_nohash_1.png,1
stop/22aa3665_nohash_0.png,1
stop/22aa3665_nohash_1.png,1
stop/257e17e0_nohash_0.png,1
stop/2643992f_nohash_0.png,1
stop/264f471d_nohash_0.png,1
stop/264f471d_nohash_1.png,1
stop/264f471d_nohash_2.png,1
stop/264f471d_nohash_3.png,1
stop/264f471d_nohash_4.png,1
stop/27b9a84f_nohash_0.png,1
stop/27b9a84f_nohash_1.png,1
stop/28ef2a01_nohash_0.png,1
stop/28ef2a01_nohash_1.png,1
stop/2a89ad5c_nohash_0.png,1
stop/2a89ad5c_nohash_1.png,1
stop/2ce7534c_nohash_0.png,1
stop/2ce7534c_nohash_1.png,1
stop/2ce7534c_nohash_2.png,1
stop/2e0d80f7_nohash_0.png,1
stop/2e0d80f7_nohash_1.png,1
stop/364c0853_nohash_0.png,1
stop/3903b558_nohash_0.png,1
stop/3aa6f4e2_nohash_0.png,1
stop/3aa6f4e2_nohash_1.png,1
stop/3bdf05d3_nohash_0.png,1
stop/3ca784ec_nohash_0.png,1
