SpeechCommandsData
SpeechCommandsData
GLCooMatrix
GLCM
1
100
36
2
go;stop
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
0;-0.55713;0.593962;0.618071;-0.522562;-0.598886;-0.499347;-0.579723;0.543398;0.777739;-0.860322;-0.460332;-0.46977;-0.566648;0.526361;1.01282;-0.928737;-0.425345;-0.449367;-0.553932;0.529669;-0.751499;-0.727104;-0.389337;-0.455545;-0.493029;0.488854;-0.922363;-0.919453;-0.357923;-0.38252;-0.492643;0.498205;-0.890102;-0.950859;-0.390416;-0.377192;0
1;-0.433441;0.415581;0.362007;-0.521599;-0.449812;-0.388184;-0.465396;0.381834;0.524528;-0.859042;-0.364576;-0.366411;-0.455552;0.367509;0.76497;-0.927759;-0.353295;-0.349989;-0.510965;0.430166;-0.425597;-0.731642;-0.390139;-0.416538;-0.535254;0.423499;-0.867024;-0.920967;-0.370505;-0.421499;-0.510114;0.417797;-0.891274;-0.951759;-0.378119;-0.393711;0
2;0.91512;-0.913232;-1.00585;-0.513947;0.525412;0.716554;0.876605;-0.922977;-0.942117;-0.845494;0.362984;0.733328;0.899868;-0.928199;-0.850507;-0.911351;0.244998;0.743978;0.849941;-0.8969;-0.584053;-0.735393;0.397056;0.718814;0.876505;-0.9234;-0.587811;-0.931763;0.169583;0.727196;0.885253;-0.927082;-0.460751;-0.964714;0.0326915;0.724847;0
3;0.945974;-0.954006;-0.966512;-0.514995;0.561035;0.739821;0.89205;-0.948555;-0.911243;-0.847146;0.380704;0.744905;0.904289;-0.945309;-0.825538;-0.91308;0.255739;0.74721;0.881513;-0.94297;-0.614196;-0.73569;0.416684;0.742883;0.914272;-0.96224;-0.858621;-0.928316;0.191204;0.755039;0.917866;-0.970529;-0.879383;-0.959478;0.0515378;0.748445;0
4;1.31513;-1.29657;-1.2406;-0.511795;0.785703;1.01299;1.26838;-1.28867;-1.17829;-0.841781;0.561369;1.02191;1.29035;-1.28119;-1.07696;-0.907294;0.406884;1.02595;1.27839;-1.30759;-0.812835;-0.731384;0.61957;1.03917;1.39259;-1.38925;-0.989926;-0.925339;0.360867;1.0979;1.51841;-1.48116;-0.961363;-0.958234;0.21915;1.16849;0
5;0.917484;-0.930948;-1.11605;-0.5104;0.54804;0.718277;0.883241;-0.938849;-1.02229;-0.839621;0.372239;0.73829;0.908654;-0.941652;-0.871673;-0.905361;0.256849;0.750441;0.844658;-0.912639;-0.504157;-0.731955;0.402889;0.714665;0.879815;-0.926145;-0.344006;-0.928945;0.173707;0.729583;0.873424;-0.921661;-0.168994;-0.961573;0.0310421;0.716194;0
6;1.05743;-1.04121;-0.960866;-0.513315;0.60849;0.823408;1.01387;-1.04218;-0.894242;-0.844314;0.432089;0.83586;1.02885;-1.03942;-0.782274;-0.91009;0.294302;0.838508;1.00529;-1.04599;-0.703729;-0.731405;0.469249;0.836665;1.04045;-1.05751;-0.513421;-0.929766;0.22519;0.847316;1.05026;-1.06173;-0.364459;-0.962585;0.0839073;0.843625;0
7;-0.325072;0.388857;2.28724;-0.536053;-0.466916;-0.29167;-0.330578;0.356418;1.96015;-0.876049;-0.31466;-0.245687;-0.30211;0.349089;1.55001;-0.937044;-0.302672;-0.214253;-0.325034;0.281973;-0.962439;-0.725318;-0.143037;-0.248061;-0.317567;0.317314;-0.858851;-0.921065;-0.266084;-0.227399;-0.349569;0.356132;-0.763436;-0.953179;-0.331731;-0.251334;0
8;0.268576;-0.249757;0.929803;-0.533386;0.0365078;0.209857;0.24023;-0.266026;0.768257;-0.872984;0.0219712;0.236379;0.269566;-0.268755;0.582789;-0.935698;-0.0290514;0.260823;0.245869;-0.309796;-0.929426;-0.729572;0.137581;0.239941;0.25014;-0.28698;-0.755674;-0.92853;-0.040127;0.245921;0.208262;-0.247309;-0.641949;-0.961473;-0.156292;0.211192;0
9;-0.0262799;-0.0351526;0.698057;-0.52577;-0.174918;-0.0348747;-0.0663087;-0.0564145;0.7699;-0.864409;-0.160287;-0.0182978;-0.0687361;-0.0569934;0.820924;-0.9307;-0.185678;-0.016305;-0.0303501;-0.0760425;-0.697102;-0.729583;0.0530284;0.008389;0.00619022;-0.103813;-0.742583;-0.923968;-0.0750181;0.0470475;0.0248943;-0.100707;-0.556636;-0.957197;-0.167165;0.0633091;0
